PK,Store_Number,Store_State,Item_Code,Item_Name,Package_Type,Retail,Actual_Sales_$_L52W,L52W_in_Stock,Normalized_Sales_$_L52W,Age_of_the_Store_(years),Store_Size,Households_(HH),%_HH_Income_>_$100K,Median_HH_Income,Average_Net_Worth,%_Population_w/_Bachelor's_Degree_+,%_Hispanic,%_Asian,%_African_American,%_Population_Age_50-70,Store_Tier_(Under_$20),Store_Tier_($20-50),Store_Tier_(Over_$50),Store_Tier
1112_38422750,1112,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,"$2,042 ",45,"$2,360 ",11.39, Large ,34549,37.20%,"$71,445 ","$2,141,335 ",41.20%,24.50%,4.00%,1.80%,31.40%,0,3,4,3
2201_38422750,2201,NY,38422750,Napa Cellars Cabernet Napa,750ml,$29.99 ,"$15,799 ",52,"$15,799 ",6.99, Large ,145881,56.20%,"$113,250 ","$2,286,117 ",43.90%,22.40%,14.30%,17.00%,25.80%,4,4,4,4
1141_38422750,1141,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,$21 ,8,$138 ,0.25, Medium ,394314,32.90%,"$64,024 ","$550,253 ",46.20%,40.10%,16.90%,8.00%,22.00%,1,3,4,3
201_38422750,201,VA,38422750,Napa Cellars Cabernet Napa,750ml,$28.99 ,$966 ,52,$966 ,26.47, Large ,88561,63.30%,"$127,883 ","$2,198,688 ",66.10%,12.70%,27.30%,8.00%,24.60%,2,2,2,2
533_38422750,533,TX,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,"$2,158 ",52,"$2,158 ",5.07, Medium ,80652,27.30%,"$60,233 ","$558,872 ",26.60%,66.20%,2.90%,4.30%,22.30%,1,1,0,1
1706_38422750,1706,MA,38422750,Napa Cellars Cabernet Napa,750ml,$21.97 ,"$2,247 ",52,"$2,247 ",5.44, Large ,95581,43.00%,"$85,117 ","$1,006,511 ",43.00%,5.70%,17.20%,12.00%,26.30%,4,4,4,4
1125_38422750,1125,CA,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,"$2,468 ",52,"$2,468 ",6.27, Large ,154338,53.50%,"$107,592 ","$1,631,885 ",43.60%,21.40%,49.30%,3.50%,25.80%,2,2,3,2
2703_38422750,2703,IN,38422750,Napa Cellars Cabernet Napa,750ml,$24.99 ,$648 ,52,$648 ,2.1, Large ,54696,54.20%,"$107,084 ","$1,793,969 ",64.20%,4.40%,8.10%,3.30%,24.70%,3,4,4,4
940_38422750,940,FL,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,"$2,028 ",51,"$2,068 ",1.1, Small ,120259,29.40%,"$58,554 ","$855,976 ",36.80%,19.70%,1.90%,35.40%,29.00%,1,1,3,1
802_38422750,802,GA,38422750,Napa Cellars Cabernet Napa,750ml,$29.97 ,$30 ,10,$156 ,17.35, Medium ,65746,37.30%,"$79,168 ","$1,115,435 ",47.80%,12.50%,7.10%,21.60%,23.30%,4,3,3,3
617_38422750,617,NC,38422750,Napa Cellars Cabernet Napa,750ml,$29.99 ,$114 ,12,$496 ,0.38, Medium ,50373,46.40%,"$92,656 ","$1,119,212 ",48.60%,14.30%,8.20%,23.30%,22.80%,3,3,3,3
705_38422750,705,SC,38422750,Napa Cellars Cabernet Napa,750ml,$26.99 ,$81 ,10,$421 ,4.73, Large ,39008,47.80%,"$94,176 ","$1,544,341 ",64.00%,2.30%,1.80%,11.90%,24.90%,3,2,2,2
1805_38422750,1805,MO,38422750,Napa Cellars Cabernet Napa,750ml,$24.99 ,$285 ,52,$285 ,1.19, Medium ,33546,41.00%,"$82,892 ","$747,797 ",40.60%,6.60%,2.30%,6.40%,21.80%,2,2,3,2
508_38422750,508,TX,38422750,Napa Cellars Cabernet Napa,750ml,$24.99 ,$334 ,52,$334 ,10.12, Large ,119670,28.50%,"$64,221 ","$695,923 ",30.50%,31.50%,8.80%,23.20%,21.30%,2,1,1,1
2801_38422750,2801,KS,38422750,Napa Cellars Cabernet Napa,750ml,$26.99 ,$826 ,44,$976 ,0.96, Large ,41452,35.60%,"$71,941 ","$1,143,166 ",49.60%,7.80%,8.70%,14.40%,22.90%,3,3,2,3
510_38422750,510,TX,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,$200 ,11,$946 ,9.13, Large ,89768,50.50%,"$100,766 ","$1,102,354 ",57.70%,19.00%,19.20%,5.80%,21.80%,3,2,1,2
1802_38422750,1802,MO,38422750,Napa Cellars Cabernet Napa,750ml,$22.49 ,"$1,999 ",51,"$2,038 ",9.05, Small ,140765,34.00%,"$67,711 ","$1,073,544 ",57.50%,3.50%,5.30%,21.90%,24.70%,2,2,2,2
219_38422750,219,VA,38422750,Napa Cellars Cabernet Napa,750ml,$28.99 ,$87 ,10,$452 ,6.63, Medium ,82573,67.00%,"$144,001 ","$2,629,620 ",68.60%,16.20%,20.20%,8.20%,26.00%,2,2,2,2
1127_38422750,1127,CA,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,"$4,134 ",51,"$4,215 ",5.52, Large ,202687,62.70%,"$140,808 ","$1,727,026 ",64.40%,17.20%,43.40%,2.40%,23.80%,0,2,4,2
1402_38422750,1402,WA,38422750,Napa Cellars Cabernet Napa,750ml,$29.99 ,"$1,220 ",52,"$1,220 ",12.12, Large ,108755,36.50%,"$70,671 ","$827,365 ",31.10%,16.80%,24.40%,14.90%,23.50%,1,0,1,0
1107_38422750,1107,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,"$1,032 ",47,"$1,142 ",13.61, Medium ,48982,58.70%,"$115,595 ","$2,419,760 ",53.60%,19.70%,9.20%,1.50%,29.40%,0,3,2,3
1118_38422750,1118,CA,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,"$2,894 ",52,"$2,894 ",8.01, Small ,109664,55.30%,"$110,951 ","$2,014,020 ",54.50%,21.20%,15.50%,2.70%,26.70%,0,3,3,3
1102_38422750,1102,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,"$1,293 ",51,"$1,318 ",14.05, Medium ,173897,41.00%,"$81,493 ","$992,346 ",37.30%,39.50%,16.90%,4.40%,23.80%,0,2,2,2
518_38422750,518,TX,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,$788 ,52,$788 ,7.65, Medium ,221166,37.90%,"$71,798 ","$963,270 ",60.40%,28.10%,11.10%,22.30%,20.70%,0,1,2,1
2601_38422750,2601,MI,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,"$11,104 ",52,"$11,104 ",3.34, Large ,46288,37.00%,"$75,727 ","$1,294,819 ",53.90%,5.60%,7.10%,14.70%,23.70%,4,3,2,3
2802_38422750,2802,KS,38422750,Napa Cellars Cabernet Napa,750ml,$29.99 ,"$2,549 ",52,"$2,549 ",1.27, Large ,100194,47.40%,"$94,490 ","$1,684,201 ",64.30%,6.00%,7.90%,5.40%,25.90%,3,3,4,3
1129_38422750,1129,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,"$1,727 ",52,"$1,727 ",2.9, Large ,221630,36.50%,"$72,351 ","$544,837 ",45.50%,34.20%,10.80%,7.80%,19.80%,1,2,3,2
805_38422750,805,GA,38422750,Napa Cellars Cabernet Napa,750ml,$29.97 ,$30 ,9,$173 ,5.96, Large ,94937,41.40%,"$81,847 ","$1,286,339 ",63.60%,14.60%,7.20%,26.70%,21.00%,1,1,2,1
1005_38422750,1005,AZ,38422750,Napa Cellars Cabernet Napa,750ml,$26.99 ,"$2,368 ",52,"$2,368 ",15.13, Medium ,96370,50.50%,"$100,569 ","$1,198,186 ",44.70%,18.90%,8.50%,4.70%,19.80%,3,2,2,2
2502_38422750,2502,LA,38422750,Napa Cellars Cabernet Napa,750ml,$24.67 ,$330 ,52,$330 ,4.24, Large ,54953,33.20%,"$67,352 ","$972,716 ",44.40%,5.80%,3.00%,14.90%,22.10%,4,3,2,3
1109_38422750,1109,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,$700 ,52,$700 ,12.54, Medium ,174778,43.60%,"$85,443 ","$1,258,042 ",34.20%,28.10%,33.40%,1.10%,24.80%,0,3,3,3
501_38422750,501,TX,38422750,Napa Cellars Cabernet Napa,750ml,$24.99 ,"$6,891 ",52,"$6,891 ",12.44, Large ,189335,39.10%,"$74,425 ","$1,348,097 ",56.60%,30.40%,6.10%,14.40%,21.30%,3,4,4,4
939_38422750,939,FL,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,$196 ,42,$243 ,0.91, Medium ,49433,26.30%,"$62,986 ","$748,645 ",25.80%,22.80%,2.50%,18.50%,25.90%,3,3,2,3
2501_38422750,2501,LA,38422750,Napa Cellars Cabernet Napa,750ml,$24.67 ,"$4,685 ",52,"$4,685 ",4.36, Large ,115463,29.60%,"$60,061 ","$808,023 ",41.40%,14.10%,3.00%,18.50%,25.70%,4,4,4,4
102_38422750,102,DE,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,"$2,441 ",52,"$2,441 ",33.36, Small ,61525,38.00%,"$78,074 ","$1,246,506 ",39.00%,14.40%,7.20%,12.70%,26.50%,0,0,0,0
606_38422750,606,NC,38422750,Napa Cellars Cabernet Napa,750ml,$28.99 ,$794 ,52,$794 ,21.5, Small ,73310,37.30%,"$74,567 ","$940,096 ",61.30%,10.30%,10.70%,13.60%,20.10%,3,1,1,1
1137_38422750,1137,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,$986 ,44,"$1,165 ",1.96, Medium ,69461,45.50%,"$89,025 ","$1,157,668 ",40.50%,34.10%,9.10%,2.50%,22.00%,2,3,3,3
1804_38422750,1804,MO,38422750,Napa Cellars Cabernet Napa,750ml,$22.49 ,$552 ,52,$552 ,2.15, Large ,62406,48.00%,"$95,727 ","$1,449,941 ",42.50%,3.30%,3.30%,4.80%,24.30%,3,3,2,3
1014_38422750,1014,AZ,38422750,Napa Cellars Cabernet Napa,750ml,$26.99 ,$248 ,16,$806 ,0.38, Large ,80869,32.80%,"$68,974 ","$890,826 ",27.20%,19.60%,2.50%,2.70%,23.70%,2,1,1,1
509_38422750,509,TX,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,$138 ,11,$652 ,9.45, Large ,123967,42.30%,"$83,942 ","$838,499 ",56.30%,34.10%,5.20%,4.00%,20.60%,2,2,2,2
2002_38422750,2002,TN,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,"$1,499 ",52,"$1,499 ",2.96, Large ,42984,52.50%,"$104,831 ","$2,274,695 ",67.10%,7.10%,8.00%,7.30%,26.70%,4,4,4,4
927_38422750,927,FL,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,"$1,423 ",50,"$1,480 ",8.95, Medium ,131996,30.20%,"$62,860 ","$897,605 ",33.60%,29.80%,4.90%,27.10%,26.00%,2,2,2,2
1404_38422750,1404,WA,38422750,Napa Cellars Cabernet Napa,750ml,$25.99 ,"$2,671 ",52,"$2,671 ",11.47, Medium ,110991,30.60%,"$69,327 ","$584,132 ",27.70%,13.90%,5.20%,3.20%,23.20%,0,0,1,0
1136_38422750,1136,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,$510 ,52,$510 ,1.65, Small ,219257,37.30%,"$73,194 ","$763,091 ",44.50%,35.80%,17.40%,2.10%,24.60%,0,2,4,2
101_38422750,101,DE,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,"$10,073 ",52,"$10,073 ",33.69, Extra Large ,61324,39.10%,"$78,405 ","$1,328,936 ",38.90%,5.00%,5.50%,21.90%,27.00%,4,4,4,4
304_38422750,304,NJ,38422750,Napa Cellars Cabernet Napa,750ml,$29.99 ,"$2,520 ",52,"$2,520 ",21.9, Medium ,179410,41.10%,"$79,724 ","$1,403,768 ",41.90%,24.10%,6.30%,30.50%,25.60%,3,3,2,3
2605_38422750,2605,MI,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,$742 ,29,"$1,330 ",0.64, Large ,70177,49.60%,"$98,966 ","$1,808,879 ",55.40%,4.30%,13.00%,4.60%,27.00%,4,3,3,3
1103_38422750,1103,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,"$1,873 ",52,"$1,873 ",16.05, Medium ,162484,50.70%,"$101,198 ","$1,302,349 ",49.30%,38.50%,27.20%,2.00%,21.10%,0,3,4,3
1003_38422750,1003,AZ,38422750,Napa Cellars Cabernet Napa,750ml,$26.99 ,"$2,089 ",52,"$2,089 ",16.28, Medium ,83444,41.40%,"$82,948 ","$1,238,293 ",46.90%,18.00%,5.70%,3.10%,25.20%,3,3,4,3
701_38422750,701,SC,38422750,Napa Cellars Cabernet Napa,750ml,$26.99 ,"$3,295 ",52,"$3,295 ",20.99, Small ,40497,27.70%,"$60,321 ","$872,417 ",41.00%,4.10%,3.60%,36.40%,23.80%,3,1,1,1
1105_38422750,1105,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,"$1,769 ",52,"$1,769 ",14.28, Small ,112976,46.70%,"$91,951 ","$1,420,834 ",41.80%,39.30%,23.20%,2.00%,23.20%,0,3,4,3
1116_38422750,1116,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,$20 ,25,$42 ,8.09, Medium ,136560,44.00%,"$86,390 ","$1,286,108 ",40.50%,34.30%,13.80%,4.10%,25.00%,0,1,2,1
2001_38422750,2001,TN,38422750,Napa Cellars Cabernet Napa,750ml,$33.99 ,$70 ,9,$404 ,6.36, Large ,35028,47.40%,"$94,766 ","$1,836,093 ",59.10%,4.40%,5.30%,3.20%,28.50%,4,4,3,4
402_38422750,402,MD,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,"$2,638 ",52,"$2,638 ",26.98, Large ,51979,46.10%,"$92,318 ","$1,049,169 ",46.10%,16.60%,10.00%,42.90%,21.30%,4,4,4,4
1004_38422750,1004,AZ,38422750,Napa Cellars Cabernet Napa,750ml,$26.99 ,$921 ,52,$921 ,15.19, Medium ,97652,38.70%,"$80,276 ","$1,036,358 ",46.10%,24.10%,7.70%,8.70%,24.00%,2,2,1,2
210_38422750,210,VA,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,"$1,543 ",52,"$1,543 ",23.61, Large ,54009,35.10%,"$75,562 ","$1,184,772 ",40.40%,9.30%,4.00%,14.80%,24.00%,3,2,3,2
536_38422750,536,TX,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,"$1,426 ",52,"$1,426 ",4.41, Small ,23355,67.70%,"$149,448 ","$2,348,650 ",69.90%,11.80%,8.90%,1.30%,24.90%,0,2,2,2
931_38422750,931,FL,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,"$2,321 ",52,"$2,321 ",6.48, Large ,162992,22.10%,"$52,054 ","$616,482 ",31.60%,38.40%,2.20%,32.80%,25.60%,2,1,4,1
1134_38422750,1134,CA,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,$225 ,49,$239 ,1.04, Medium ,71588,34.60%,"$76,455 ","$829,497 ",31.40%,34.70%,5.60%,2.80%,23.10%,2,2,4,2
204_38422750,204,VA,38422750,Napa Cellars Cabernet Napa,750ml,$28.99 ,$632 ,52,$632 ,25.18, Medium ,68003,62.30%,"$126,650 ","$2,155,865 ",59.20%,22.40%,19.40%,8.70%,23.10%,1,1,1,1
616_38422750,616,NC,38422750,Napa Cellars Cabernet Napa,750ml,$28.99 ,$362 ,20,$941 ,0.47, Small ,46337,67.20%,"$133,633 ","$1,868,814 ",70.80%,6.80%,20.80%,5.80%,23.60%,3,3,4,3
920_38422750,920,FL,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,$874 ,52,$874 ,13.08, Medium ,104075,19.20%,"$50,696 ","$473,709 ",31.10%,27.60%,4.20%,38.50%,21.30%,2,2,4,2
517_38422750,517,TX,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,$283 ,11,"$1,338 ",7.67, Medium ,186096,28.40%,"$56,721 ","$916,533 ",45.90%,42.00%,11.60%,13.90%,20.80%,1,3,4,3
703_38422750,703,SC,38422750,Napa Cellars Cabernet Napa,750ml,$24.99 ,"$2,133 ",52,"$2,133 ",19.02, Medium ,66227,36.10%,"$73,919 ","$1,185,073 ",51.90%,7.50%,5.40%,15.10%,24.30%,4,4,3,4
1201_38422750,1201,NV,38422750,Napa Cellars Cabernet Napa,750ml,$29.99 ,$115 ,3,"$1,987 ",14.67, Large ,170684,30.00%,"$64,506 ","$873,551 ",31.50%,26.30%,11.60%,11.50%,25.20%,2,4,4,4
921_38422750,921,FL,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,$779 ,52,$779 ,11.62, Medium ,29318,39.10%,"$80,220 ","$1,640,636 ",46.80%,11.00%,4.10%,5.80%,29.40%,2,1,2,1
202_38422750,202,VA,38422750,Napa Cellars Cabernet Napa,750ml,$28.99 ,"$2,351 ",52,"$2,351 ",27.01, Medium ,126019,55.70%,"$109,886 ","$1,897,495 ",54.50%,20.80%,17.90%,15.70%,24.90%,3,2,1,2
1013_38422750,1013,AZ,38422750,Napa Cellars Cabernet Napa,750ml,$26.99 ,"$1,072 ",52,"$1,072 ",1.76, Medium ,58383,31.10%,"$73,466 ","$838,517 ",28.90%,22.00%,3.80%,6.90%,19.20%,2,1,1,1
1806_38422750,1806,MO,38422750,Napa Cellars Cabernet Napa,750ml,$24.99 ,"$3,883 ",46,"$4,390 ",1.07, Large ,60259,48.30%,"$96,145 ","$1,799,787 ",59.90%,6.50%,8.70%,12.00%,25.70%,2,2,2,2
1707_38422750,1707,MA,38422750,Napa Cellars Cabernet Napa,750ml,$21.97 ,"$6,921 ",52,"$6,921 ",1.67, Medium ,353454,44.00%,"$83,926 ","$634,488 ",57.50%,19.80%,13.80%,19.30%,18.50%,4,4,3,4
1143_38422750,1143,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,$21 ,7,$157 ,0.23, Small ,238384,51.20%,"$102,423 ","$1,270,766 ",67.80%,17.60%,15.40%,3.80%,23.10%,0,2,3,2
1135_38422750,1135,CA,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,"$1,323 ",51,"$1,349 ",1.19, Medium ,366397,57.20%,"$121,881 ","$1,059,464 ",60.00%,15.80%,35.90%,5.20%,24.00%,1,3,4,3
1902_38422750,1902,WI,38422750,Napa Cellars Cabernet Napa,750ml,$26.99 ,$924 ,52,$924 ,6.56, Medium ,73174,42.60%,"$84,430 ","$1,197,483 ",67.80%,7.80%,10.80%,6.00%,22.90%,2,2,1,2
303_38422750,303,NJ,38422750,Napa Cellars Cabernet Napa,750ml,$29.99 ,"$1,907 ",52,"$1,907 ",22.66, Large ,174536,49.70%,"$99,120 ","$1,561,975 ",46.80%,27.20%,16.70%,10.60%,26.60%,4,4,4,4
1205_38422750,1205,NV,38422750,Napa Cellars Cabernet Napa,750ml,$29.99 ,$865 ,52,$865 ,8.01, Medium ,144212,24.40%,"$57,086 ","$483,096 ",26.70%,29.30%,14.90%,12.20%,23.20%,0,1,3,1
910_38422750,910,FL,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,$28 ,10,$146 ,17.96, Small ,104154,26.00%,"$57,520 ","$935,480 ",33.80%,13.40%,2.80%,6.40%,29.80%,3,2,2,2
519_38422750,519,TX,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,"$1,951 ",52,"$1,951 ",7.59, Large ,70748,63.60%,"$123,797 ","$1,717,510 ",58.60%,22.00%,19.90%,13.20%,20.80%,2,3,2,3
528_38422750,528,TX,38422750,Napa Cellars Cabernet Napa,750ml,$24.99 ,"$1,706 ",47,"$1,888 ",6.06, Medium ,83891,40.70%,"$80,985 ","$1,329,555 ",45.40%,18.30%,9.30%,10.70%,27.30%,3,4,3,4
1608_38422750,1608,MN,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,$776 ,52,$776 ,6.96, Medium ,81913,45.10%,"$89,585 ","$1,633,013 ",57.80%,4.40%,6.00%,9.50%,26.50%,4,4,3,4
2303_38422750,2303,CO,38422750,Napa Cellars Cabernet Napa,750ml,$26.99 ,$206 ,33,$324 ,2.18, Large ,106175,43.70%,"$86,834 ","$1,414,923 ",45.80%,21.30%,4.20%,1.50%,26.70%,4,4,3,4
704_38422750,704,SC,38422750,Napa Cellars Cabernet Napa,750ml,$24.99 ,$50 ,10,$260 ,5.56, Large ,39322,21.60%,"$53,001 ","$513,776 ",28.30%,12.40%,2.90%,11.60%,22.90%,4,2,2,2
923_38422750,923,FL,38422750,Napa Cellars Cabernet Napa,750ml,$28.99 ,$58 ,10,$301 ,10.51, Medium ,43498,13.20%,"$39,984 ","$311,524 ",21.50%,8.70%,2.70%,28.80%,25.20%,2,1,2,1
1120_38422750,1120,CA,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,"$2,457 ",52,"$2,457 ",7.05, Large ,168631,56.50%,"$116,849 ","$1,755,512 ",47.60%,28.60%,29.00%,3.20%,23.80%,0,3,3,3
1101_38422750,1101,CA,38422750,Napa Cellars Cabernet Napa,750ml,$23.99 ,"$3,823 ",52,"$3,823 ",16.78, Large ,86848,48.80%,"$97,376 ","$1,445,578 ",43.10%,15.50%,9.90%,2.40%,23.50%,1,2,3,2
1610_38422750,1610,MN,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,$934 ,52,$934 ,1.14, Small ,122476,50.00%,"$99,210 ","$1,641,588 ",66.00%,5.00%,5.00%,7.00%,25.00%,0,0,0,0
1606_38422750,1606,MN,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,$208 ,52,$208 ,8.45, Small ,47856,53.60%,"$106,882 ","$2,103,706 ",60.00%,5.10%,7.10%,5.50%,28.20%,4,4,2,4
2705_38422750,2705,IN,38422750,Napa Cellars Cabernet Napa,750ml,$24.99 ,$243 ,52,$243 ,1.15, Large ,58751,27.60%,"$62,925 ","$608,708 ",31.30%,11.10%,4.50%,18.60%,22.20%,4,3,3,3
1301_38422750,1301,NM,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,$728 ,52,$728 ,11.7, Medium ,67574,33.00%,"$72,561 ","$981,204 ",37.30%,45.80%,2.30%,2.90%,25.10%,1,0,0,0
216_38422750,216,VA,38422750,Napa Cellars Cabernet Napa,750ml,$28.99 ,$977 ,52,$977 ,8.03, Small ,278444,56.10%,"$112,914 ","$1,460,771 ",72.40%,17.80%,11.10%,10.40%,21.10%,2,1,1,1
914_38422750,914,FL,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,"$1,413 ",52,"$1,413 ",16.09, Medium ,53078,35.50%,"$74,843 ","$1,374,467 ",40.70%,14.50%,3.30%,5.50%,29.40%,3,3,4,3
306_38422750,306,NJ,38422750,Napa Cellars Cabernet Napa,750ml,$26.99 ,"$1,900 ",52,"$1,900 ",2.13, Large ,125089,41.60%,"$81,688 ","$1,403,105 ",36.80%,37.20%,6.30%,13.20%,24.50%,3,4,4,4
1126_38422750,1126,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,"$1,783 ",48,"$1,932 ",6.5, Medium ,184922,43.80%,"$85,785 ","$1,159,131 ",48.20%,36.30%,30.00%,5.70%,25.00%,0,2,3,2
904_38422750,904,FL,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,"$1,849 ",52,"$1,849 ",18.68, Small ,96695,29.10%,"$58,323 ","$750,999 ",36.50%,21.50%,2.00%,37.00%,28.20%,2,3,4,3
1132_38422750,1132,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,"$1,237 ",48,"$1,340 ",2.38, Large ,95925,41.80%,"$83,396 ","$1,163,475 ",32.20%,49.20%,12.10%,4.00%,24.00%,0,2,3,2
515_38422750,515,TX,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,$713 ,52,$713 ,7.76, Medium ,76885,42.70%,"$83,880 ","$1,300,206 ",46.50%,23.50%,10.80%,8.10%,24.30%,2,3,2,3
1128_38422750,1128,CA,38422750,Napa Cellars Cabernet Napa,750ml,$22.99 ,$150 ,8,$975 ,6.61, Large ,91054,68.00%,"$155,687 ","$2,320,557 ",64.70%,16.30%,30.20%,1.50%,26.10%,0,2,3,2
511_38422750,511,TX,38422750,Napa Cellars Cabernet Napa,750ml,$24.99 ,$539 ,51,$550 ,8.97, Medium ,61227,30.70%,"$64,838 ","$790,611 ",40.70%,23.50%,5.70%,12.80%,18.10%,2,2,0,2
1503_38422750,1503,CT,38422750,Napa Cellars Cabernet Napa,750ml,$29.99 ,"$2,288 ",52,"$2,288 ",9.18, Large ,43575,46.60%,"$92,042 ","$1,657,163 ",42.90%,9.70%,6.00%,5.80%,29.70%,3,3,1,3
1139_38422750,1139,CA,38422750,Napa Cellars Cabernet Napa,750ml,$21.19 ,$634 ,45,$733 ,1.14, Large ,299012,41.50%,"$80,990 ","$840,862 ",49.10%,33.50%,9.90%,21.80%,23.40%,1,2,3,2
1704_38422750,1704,MA,38422750,Napa Cellars Cabernet Napa,750ml,$21.97 ,"$2,445 ",52,"$2,445 ",7.52, Large ,80567,40.90%,"$82,938 ","$1,242,551 ",43.60%,14.60%,3.00%,4.70%,27.20%,4,4,3,4
925_38422750,925,FL,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,"$1,113 ",52,"$1,113 ",9.34, Medium ,100968,27.50%,"$62,603 ","$830,749 ",38.90%,24.20%,3.90%,15.30%,25.90%,1,1,2,1
507_38422750,507,TX,38422750,Napa Cellars Cabernet Napa,750ml,$24.99 ,$954 ,52,$954 ,10.45, Large ,87469,42.40%,"$85,349 ","$1,118,838 ",50.20%,22.10%,20.30%,11.20%,22.80%,2,3,2,3
2101_38422750,2101,KY,38422750,Napa Cellars Cabernet Napa,750ml,$27.97 ,"$2,873 ",52,"$2,873 ",8.07, Large ,52455,43.60%,"$86,768 ","$1,696,098 ",59.20%,5.40%,6.50%,9.80%,26.40%,3,2,2,2
905_38422750,905,FL,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,"$1,678 ",52,"$1,678 ",17.7, Large ,114906,35.10%,"$67,832 ","$1,601,701 ",46.70%,18.50%,2.80%,10.90%,27.70%,3,4,4,4
521_38422750,521,TX,38422750,Napa Cellars Cabernet Napa,750ml,$24.99 ,"$1,119 ",52,"$1,119 ",7.46, Medium ,90864,49.60%,"$99,087 ","$1,249,467 ",55.90%,12.20%,18.80%,11.30%,21.60%,3,4,3,4
2604_38422750,2604,MI,38422750,Napa Cellars Cabernet Napa,750ml,$27.99 ,"$1,615 ",52,"$1,615 ",2.97, Large ,99987,34.60%,"$75,015 ","$947,401 ",31.60%,3.00%,5.60%,8.20%,26.90%,4,4,3,4
302_38423750,302,NJ,38423750,Parallel Cabernet Napa,750ml,$81.99 ,$0 ,0,$0 ,26.35, Medium ,195507,37.70%,"$71,908 ","$1,291,591 ",42.30%,22.00%,6.40%,39.90%,24.60%,3,3,2,2
1135_38559750,1135,CA,38559750,Stewart Cellars Cabernet Napa,750ml,$43.99 ,$195 ,48,$211 ,1.19, Medium ,366397,57.20%,"$121,881 ","$1,059,464 ",60.00%,15.80%,35.90%,5.20%,24.00%,1,3,4,3
615_38560750,615,NC,38560750,The Show Cabernet,750ml,$15.99 ,$16 ,5,$166 ,2.36, Large ,46760,29.50%,"$57,047 ","$975,895 ",44.50%,6.80%,1.80%,10.20%,21.60%,4,3,2,4
1608_38560750,1608,MN,38560750,The Show Cabernet,750ml,$13.49 ,$27 ,10,$140 ,6.96, Medium ,81913,45.10%,"$89,585 ","$1,633,013 ",57.80%,4.40%,6.00%,9.50%,26.50%,4,4,3,4
2301_38560750,2301,CO,38560750,The Show Cabernet,750ml,$11.99 ,$45 ,11,$215 ,6.29, Medium ,229522,36.70%,"$71,604 ","$865,880 ",57.50%,21.70%,5.40%,8.10%,22.30%,4,4,3,4
